# Residuals   
# Time        	p             	Ux            	Uy            	Uz            	omega         	k             
274           	2.790867e-02	8.602290e-04	6.425914e-03	8.213510e-03	1.005696e-04	2.182732e-03
275           	2.784637e-02	8.590867e-04	6.408234e-03	8.172586e-03	1.001359e-04	2.179996e-03
276           	2.774765e-02	8.578637e-04	6.388235e-03	8.127590e-03	9.966099e-05	2.176834e-03
277           	2.763018e-02	8.564457e-04	6.363340e-03	8.076597e-03	9.911852e-05	2.172125e-03
278           	2.753728e-02	8.549022e-04	6.335076e-03	8.022651e-03	9.856258e-05	2.166222e-03
279           	2.745050e-02	8.528264e-04	6.303782e-03	7.963860e-03	9.799325e-05	2.157872e-03
280           	2.735735e-02	8.502588e-04	6.269199e-03	7.905222e-03	9.743566e-05	2.146738e-03
281           	2.726781e-02	8.470568e-04	6.234239e-03	7.852281e-03	9.692296e-05	2.134989e-03
282           	2.718460e-02	8.435446e-04	6.199427e-03	7.802604e-03	9.644794e-05	2.121796e-03
283           	2.708091e-02	8.399987e-04	6.167472e-03	7.757372e-03	9.595951e-05	2.107419e-03
284           	2.698258e-02	8.362198e-04	6.136405e-03	7.717969e-03	9.549099e-05	2.091960e-03
285           	2.687356e-02	8.320707e-04	6.110636e-03	7.682008e-03	9.500103e-05	2.076715e-03
286           	2.677644e-02	8.276029e-04	6.081218e-03	7.652179e-03	9.449663e-05	2.061608e-03
287           	2.668762e-02	8.228024e-04	6.049590e-03	7.621092e-03	9.398971e-05	2.045911e-03
288           	2.659237e-02	8.174891e-04	6.016583e-03	7.590127e-03	9.348323e-05	2.030393e-03
289           	2.650254e-02	8.116315e-04	5.983666e-03	7.557835e-03	9.298430e-05	2.015473e-03
290           	2.641202e-02	8.056542e-04	5.951515e-03	7.525263e-03	9.246069e-05	2.000770e-03
291           	2.626349e-02	7.997693e-04	5.920525e-03	7.492643e-03	9.194329e-05	1.986864e-03
292           	2.609532e-02	7.938580e-04	5.890404e-03	7.462044e-03	9.144091e-05	1.973719e-03
293           	2.593113e-02	7.882038e-04	5.862032e-03	7.426894e-03	9.092637e-05	1.961427e-03
294           	2.582679e-02	7.833954e-04	5.836447e-03	7.393324e-03	9.040985e-05	1.950696e-03
295           	2.572620e-02	7.791709e-04	5.815233e-03	7.362374e-03	8.990789e-05	1.941914e-03
296           	2.563823e-02	7.753623e-04	5.796941e-03	7.335564e-03	8.942573e-05	1.934495e-03
297           	2.553098e-02	7.720694e-04	5.780418e-03	7.312142e-03	8.894710e-05	1.928560e-03
298           	2.542038e-02	7.691881e-04	5.765740e-03	7.289561e-03	8.848262e-05	1.922690e-03
299           	2.531299e-02	7.668013e-04	5.754517e-03	7.272966e-03	8.805599e-05	1.917222e-03
300           	2.522436e-02	7.648924e-04	5.745791e-03	7.259988e-03	8.764483e-05	1.912108e-03
301           	2.516376e-02	7.631611e-04	5.737281e-03	7.251622e-03	8.729574e-05	1.907552e-03
302           	2.511448e-02	7.615409e-04	5.728220e-03	7.243227e-03	8.696733e-05	1.903062e-03
303           	2.507320e-02	7.600092e-04	5.718226e-03	7.235754e-03	8.665192e-05	1.898501e-03
304           	2.505083e-02	7.582116e-04	5.705669e-03	7.229220e-03	8.634385e-05	1.893022e-03
305           	2.501996e-02	7.562376e-04	5.688423e-03	7.222564e-03	8.604391e-05	1.888155e-03
306           	2.499102e-02	7.540078e-04	5.668122e-03	7.211638e-03	8.573485e-05	1.883176e-03
307           	2.494060e-02	7.512836e-04	5.644550e-03	7.200736e-03	8.540481e-05	1.877461e-03
308           	2.490251e-02	7.480709e-04	5.619257e-03	7.186149e-03	8.508671e-05	1.870599e-03
309           	2.487175e-02	7.445485e-04	5.594193e-03	7.169305e-03	8.479393e-05	1.863355e-03
310           	2.482855e-02	7.406828e-04	5.569757e-03	7.150709e-03	8.453941e-05	1.855891e-03
311           	2.476425e-02	7.368116e-04	5.545172e-03	7.129414e-03	8.428506e-05	1.848110e-03
312           	2.469248e-02	7.328458e-04	5.520750e-03	7.109775e-03	8.403186e-05	1.839390e-03
313           	2.462116e-02	7.289869e-04	5.499065e-03	7.093327e-03	8.381258e-05	1.830474e-03
314           	2.457034e-02	7.253552e-04	5.480223e-03	7.082170e-03	8.361339e-05	1.822150e-03
315           	2.452247e-02	7.219463e-04	5.465442e-03	7.071325e-03	8.342715e-05	1.814777e-03
316           	2.450026e-02	7.187898e-04	5.454177e-03	7.064587e-03	8.324857e-05	1.807592e-03
317           	2.448542e-02	7.160448e-04	5.447399e-03	7.062703e-03	8.310446e-05	1.801615e-03
318           	2.450926e-02	7.137305e-04	5.443590e-03	7.067782e-03	8.296695e-05	1.796455e-03
319           	2.452766e-02	7.118921e-04	5.444729e-03	7.079625e-03	8.285747e-05	1.792412e-03
320           	2.457291e-02	7.104031e-04	5.447259e-03	7.099210e-03	8.272325e-05	1.788696e-03
321           	2.462102e-02	7.094812e-04	5.451654e-03	7.123602e-03	8.263512e-05	1.786373e-03
322           	2.469840e-02	7.090473e-04	5.458244e-03	7.153212e-03	8.253698e-05	1.785931e-03
323           	2.480243e-02	7.092763e-04	5.465959e-03	7.185768e-03	8.245890e-05	1.785940e-03
324           	2.491919e-02	7.098439e-04	5.476652e-03	7.219174e-03	8.235409e-05	1.787226e-03
325           	2.501724e-02	7.107103e-04	5.489810e-03	7.252164e-03	8.227716e-05	1.788689e-03
326           	2.511054e-02	7.117905e-04	5.502849e-03	7.285797e-03	8.219971e-05	1.790398e-03
327           	2.518785e-02	7.131849e-04	5.517719e-03	7.316132e-03	8.211637e-05	1.792293e-03
328           	2.528874e-02	7.147938e-04	5.531397e-03	7.344666e-03	8.206800e-05	1.794826e-03
329           	2.536717e-02	7.165743e-04	5.545189e-03	7.368864e-03	8.202853e-05	1.797658e-03
330           	2.545666e-02	7.183562e-04	5.560596e-03	7.390297e-03	8.196475e-05	1.801331e-03
331           	2.555343e-02	7.202096e-04	5.575650e-03	7.412236e-03	8.190592e-05	1.805466e-03
332           	2.569198e-02	7.219125e-04	5.591778e-03	7.433203e-03	8.187045e-05	1.810299e-03
333           	2.582868e-02	7.234432e-04	5.606551e-03	7.452499e-03	8.181324e-05	1.815659e-03
334           	2.599584e-02	7.247633e-04	5.619411e-03	7.473768e-03	8.178386e-05	1.821533e-03
335           	2.616556e-02	7.258796e-04	5.630958e-03	7.494285e-03	8.176839e-05	1.827531e-03
336           	2.630313e-02	7.265370e-04	5.638994e-03	7.514780e-03	8.170764e-05	1.833253e-03
337           	2.640611e-02	7.269825e-04	5.643558e-03	7.534561e-03	8.162062e-05	1.838046e-03
338           	2.645500e-02	7.271500e-04	5.644830e-03	7.549728e-03	8.152205e-05	1.842182e-03
339           	2.644099e-02	7.271998e-04	5.643549e-03	7.561234e-03	8.136724e-05	1.845448e-03
340           	2.640473e-02	7.270395e-04	5.641916e-03	7.570249e-03	8.112958e-05	1.848140e-03
341           	2.634034e-02	7.266437e-04	5.639608e-03	7.576922e-03	8.085986e-05	1.850444e-03
342           	2.626907e-02	7.263846e-04	5.637068e-03	7.581695e-03	8.061555e-05	1.852841e-03
343           	2.619747e-02	7.261973e-04	5.635541e-03	7.585869e-03	8.037780e-05	1.854980e-03
344           	2.617320e-02	7.256602e-04	5.635436e-03	7.588767e-03	8.016707e-05	1.856716e-03
345           	2.614571e-02	7.250290e-04	5.634516e-03	7.589582e-03	8.000568e-05	1.857680e-03
346           	2.610837e-02	7.242926e-04	5.634430e-03	7.586963e-03	7.987049e-05	1.858396e-03
347           	2.605497e-02	7.233014e-04	5.634822e-03	7.583387e-03	7.977830e-05	1.859701e-03
348           	2.599944e-02	7.221847e-04	5.632468e-03	7.579253e-03	7.969889e-05	1.860388e-03
349           	2.595178e-02	7.211407e-04	5.626012e-03	7.570594e-03	7.956297e-05	1.860231e-03
350           	2.590126e-02	7.199627e-04	5.617015e-03	7.559335e-03	7.943216e-05	1.859132e-03
351           	2.581809e-02	7.187993e-04	5.604695e-03	7.546330e-03	7.930912e-05	1.857192e-03
352           	2.572699e-02	7.176169e-04	5.589446e-03	7.532606e-03	7.911348e-05	1.854517e-03
353           	2.563165e-02	7.165540e-04	5.573188e-03	7.518283e-03	7.890064e-05	1.851981e-03
354           	2.554915e-02	7.154562e-04	5.557933e-03	7.503499e-03	7.867604e-05	1.849657e-03
355           	2.548130e-02	7.144770e-04	5.545123e-03	7.489714e-03	7.843748e-05	1.848109e-03
356           	2.542713e-02	7.136862e-04	5.532889e-03	7.479429e-03	7.822476e-05	1.847153e-03
357           	2.538459e-02	7.131159e-04	5.520429e-03	7.468782e-03	7.803349e-05	1.846928e-03
358           	2.534590e-02	7.126392e-04	5.508140e-03	7.459493e-03	7.787344e-05	1.846784e-03
359           	2.530386e-02	7.121619e-04	5.495680e-03	7.449344e-03	7.775112e-05	1.846071e-03
360           	2.527343e-02	7.114721e-04	5.483178e-03	7.437412e-03	7.763268e-05	1.844927e-03
361           	2.522834e-02	7.107008e-04	5.472301e-03	7.428320e-03	7.750919e-05	1.843745e-03
362           	2.518299e-02	7.098121e-04	5.463981e-03	7.422395e-03	7.743375e-05	1.842716e-03
363           	2.513285e-02	7.089761e-04	5.457629e-03	7.419274e-03	7.738158e-05	1.841280e-03
364           	2.511536e-02	7.079829e-04	5.453803e-03	7.415953e-03	7.733677e-05	1.840409e-03
365           	2.509882e-02	7.067740e-04	5.452151e-03	7.412085e-03	7.729749e-05	1.839540e-03
366           	2.506520e-02	7.055726e-04	5.448998e-03	7.406001e-03	7.725182e-05	1.838938e-03
367           	2.500553e-02	7.041696e-04	5.444495e-03	7.398941e-03	7.719733e-05	1.838319e-03
368           	2.498110e-02	7.026463e-04	5.439946e-03	7.390049e-03	7.711405e-05	1.838105e-03
369           	2.497228e-02	7.011514e-04	5.438310e-03	7.380546e-03	7.702916e-05	1.838047e-03
370           	2.496796e-02	6.995498e-04	5.438611e-03	7.370990e-03	7.690264e-05	1.838524e-03
371           	2.496397e-02	6.978543e-04	5.441172e-03	7.362878e-03	7.677392e-05	1.839220e-03
372           	2.499054e-02	6.960978e-04	5.446550e-03	7.356350e-03	7.666167e-05	1.839683e-03
373           	2.501785e-02	6.944043e-04	5.453949e-03	7.351110e-03	7.649681e-05	1.839795e-03
374           	2.506123e-02	6.930006e-04	5.462787e-03	7.347983e-03	7.629811e-05	1.839478e-03
375           	2.512046e-02	6.917281e-04	5.471189e-03	7.347376e-03	7.609845e-05	1.838887e-03
376           	2.517679e-02	6.906547e-04	5.478115e-03	7.347828e-03	7.590773e-05	1.838725e-03
377           	2.520962e-02	6.897694e-04	5.484966e-03	7.349437e-03	7.570015e-05	1.838126e-03
378           	2.525767e-02	6.889536e-04	5.490302e-03	7.351619e-03	7.551748e-05	1.837117e-03
379           	2.530329e-02	6.882627e-04	5.493944e-03	7.353564e-03	7.535354e-05	1.836806e-03
380           	2.534887e-02	6.876709e-04	5.496551e-03	7.356263e-03	7.519128e-05	1.837150e-03
381           	2.537835e-02	6.871591e-04	5.499015e-03	7.357598e-03	7.505012e-05	1.837747e-03
382           	2.541320e-02	6.868777e-04	5.501004e-03	7.358633e-03	7.491869e-05	1.838763e-03
383           	2.544076e-02	6.867716e-04	5.503099e-03	7.359276e-03	7.476178e-05	1.840034e-03
384           	2.549074e-02	6.865724e-04	5.506174e-03	7.360447e-03	7.462783e-05	1.841453e-03
385           	2.556634e-02	6.865153e-04	5.510578e-03	7.360246e-03	7.446837e-05	1.843750e-03
386           	2.560017e-02	6.863209e-04	5.514531e-03	7.360326e-03	7.435633e-05	1.846416e-03
387           	2.560172e-02	6.859582e-04	5.518994e-03	7.359966e-03	7.428056e-05	1.849616e-03
388           	2.560603e-02	6.856271e-04	5.524874e-03	7.361860e-03	7.420332e-05	1.854134e-03
389           	2.560394e-02	6.852834e-04	5.530651e-03	7.366371e-03	7.413645e-05	1.858761e-03
390           	2.561575e-02	6.849134e-04	5.534662e-03	7.374798e-03	7.404395e-05	1.862642e-03
391           	2.562250e-02	6.844779e-04	5.535713e-03	7.385341e-03	7.399908e-05	1.866315e-03
392           	2.562194e-02	6.839547e-04	5.534854e-03	7.399988e-03	7.398809e-05	1.870209e-03
393           	2.561290e-02	6.832067e-04	5.532736e-03	7.415981e-03	7.399473e-05	1.873872e-03
394           	2.560947e-02	6.824279e-04	5.529855e-03	7.433410e-03	7.396687e-05	1.877017e-03
395           	2.560262e-02	6.816447e-04	5.526840e-03	7.450315e-03	7.392469e-05	1.880543e-03
396           	2.559057e-02	6.809368e-04	5.524313e-03	7.467284e-03	7.384365e-05	1.883111e-03
397           	2.558011e-02	6.803341e-04	5.525028e-03	7.482004e-03	7.373120e-05	1.884104e-03
398           	2.557291e-02	6.798624e-04	5.530386e-03	7.494259e-03	7.361717e-05	1.883835e-03
399           	2.555494e-02	6.797573e-04	5.538500e-03	7.506236e-03	7.348595e-05	1.883151e-03
400           	2.554822e-02	6.800715e-04	5.549437e-03	7.518120e-03	7.331649e-05	1.882267e-03
401           	2.556158e-02	6.806975e-04	5.564985e-03	7.531154e-03	7.317206e-05	1.881899e-03
402           	2.559885e-02	6.817693e-04	5.583331e-03	7.544501e-03	7.307563e-05	1.881697e-03
403           	2.564471e-02	6.830892e-04	5.603588e-03	7.561455e-03	7.300827e-05	1.882088e-03
404           	2.572992e-02	6.847676e-04	5.625576e-03	7.578704e-03	7.294213e-05	1.883090e-03
405           	2.584543e-02	6.866068e-04	5.646481e-03	7.598066e-03	7.294689e-05	1.885374e-03
406           	2.594492e-02	6.883044e-04	5.665792e-03	7.618972e-03	7.297857e-05	1.888317e-03
407           	2.602642e-02	6.896979e-04	5.681387e-03	7.639866e-03	7.303737e-05	1.891528e-03
408           	2.610441e-02	6.908382e-04	5.694247e-03	7.659153e-03	7.303536e-05	1.895425e-03
409           	2.619121e-02	6.916455e-04	5.702905e-03	7.677247e-03	7.301815e-05	1.899368e-03
410           	2.629063e-02	6.923109e-04	5.709719e-03	7.693345e-03	7.299426e-05	1.902976e-03
411           	2.636993e-02	6.926659e-04	5.716139e-03	7.705777e-03	7.291696e-05	1.906240e-03
412           	2.641339e-02	6.930344e-04	5.722955e-03	7.716906e-03	7.282646e-05	1.908087e-03
413           	2.644786e-02	6.933544e-04	5.730596e-03	7.723126e-03	7.271725e-05	1.908861e-03
414           	2.650380e-02	6.932956e-04	5.739342e-03	7.726224e-03	7.260658e-05	1.907936e-03
415           	2.656729e-02	6.931649e-04	5.747469e-03	7.725450e-03	7.246776e-05	1.905829e-03
416           	2.665616e-02	6.929338e-04	5.756099e-03	7.720528e-03	7.234898e-05	1.903166e-03
417           	2.675487e-02	6.926828e-04	5.765382e-03	7.710498e-03	7.223797e-05	1.900212e-03
418           	2.685068e-02	6.924453e-04	5.773489e-03	7.697969e-03	7.212600e-05	1.897246e-03
419           	2.692135e-02	6.921227e-04	5.780691e-03	7.681815e-03	7.200451e-05	1.894492e-03
420           	2.694748e-02	6.916800e-04	5.788775e-03	7.663476e-03	7.188363e-05	1.892648e-03
421           	2.694582e-02	6.909290e-04	5.794986e-03	7.643781e-03	7.175639e-05	1.890855e-03
422           	2.691685e-02	6.901310e-04	5.800724e-03	7.624637e-03	7.163129e-05	1.889420e-03
423           	2.687275e-02	6.891050e-04	5.804238e-03	7.605264e-03	7.152232e-05	1.888414e-03
424           	2.683074e-02	6.880505e-04	5.807968e-03	7.584691e-03	7.143471e-05	1.887400e-03
425           	2.676088e-02	6.874105e-04	5.811853e-03	7.569377e-03	7.131163e-05	1.886474e-03
426           	2.666737e-02	6.867925e-04	5.817568e-03	7.557810e-03	7.114374e-05	1.885042e-03
427           	2.656439e-02	6.862247e-04	5.825303e-03	7.553731e-03	7.096141e-05	1.884147e-03
428           	2.647709e-02	6.857940e-04	5.834109e-03	7.556138e-03	7.076352e-05	1.882510e-03
429           	2.640231e-02	6.856202e-04	5.844642e-03	7.561410e-03	7.056249e-05	1.880606e-03
430           	2.639040e-02	6.857281e-04	5.855225e-03	7.567918e-03	7.037080e-05	1.879389e-03
431           	2.638664e-02	6.859622e-04	5.867062e-03	7.571936e-03	7.016506e-05	1.877380e-03
432           	2.639676e-02	6.862520e-04	5.878025e-03	7.570328e-03	6.993238e-05	1.874301e-03
433           	2.641678e-02	6.865860e-04	5.885612e-03	7.561051e-03	6.969727e-05	1.870596e-03
434           	2.643619e-02	6.864621e-04	5.888195e-03	7.544528e-03	6.944080e-05	1.866584e-03
435           	2.642030e-02	6.860111e-04	5.883430e-03	7.519128e-03	6.918535e-05	1.862335e-03
436           	2.639996e-02	6.850881e-04	5.870819e-03	7.491215e-03	6.892646e-05	1.858613e-03
437           	2.636775e-02	6.840358e-04	5.851877e-03	7.456857e-03	6.868354e-05	1.855110e-03
438           	2.632105e-02	6.826277e-04	5.825950e-03	7.421024e-03	6.844580e-05	1.851942e-03
439           	2.622827e-02	6.807225e-04	5.794221e-03	7.384930e-03	6.820748e-05	1.848286e-03
440           	2.611274e-02	6.782852e-04	5.760220e-03	7.350748e-03	6.799135e-05	1.844268e-03
441           	2.600932e-02	6.759717e-04	5.726609e-03	7.318792e-03	6.782246e-05	1.839849e-03
442           	2.598257e-02	6.737676e-04	5.695426e-03	7.296250e-03	6.768137e-05	1.834838e-03
443           	2.598674e-02	6.716060e-04	5.666489e-03	7.278929e-03	6.755751e-05	1.829578e-03
444           	2.601082e-02	6.696762e-04	5.639575e-03	7.265731e-03	6.741867e-05	1.824617e-03
445           	2.601896e-02	6.677356e-04	5.612950e-03	7.257346e-03	6.728878e-05	1.819938e-03
446           	2.602043e-02	6.658443e-04	5.588287e-03	7.254337e-03	6.717826e-05	1.814661e-03
447           	2.599478e-02	6.638078e-04	5.566548e-03	7.255407e-03	6.706396e-05	1.809433e-03
448           	2.597192e-02	6.617766e-04	5.543783e-03	7.259102e-03	6.690781e-05	1.804073e-03
449           	2.595672e-02	6.594511e-04	5.523374e-03	7.264158e-03	6.675094e-05	1.798540e-03
450           	2.596042e-02	6.570069e-04	5.503326e-03	7.270758e-03	6.657652e-05	1.793003e-03
451           	2.600938e-02	6.545603e-04	5.483424e-03	7.273986e-03	6.636338e-05	1.787282e-03
452           	2.607588e-02	6.520422e-04	5.463201e-03	7.272936e-03	6.615207e-05	1.781484e-03
453           	2.615186e-02	6.495843e-04	5.441386e-03	7.266185e-03	6.596637e-05	1.775792e-03
454           	2.622381e-02	6.473041e-04	5.417959e-03	7.256640e-03	6.577565e-05	1.770421e-03
455           	2.625900e-02	6.449234e-04	5.394863e-03	7.242207e-03	6.562667e-05	1.765083e-03
456           	2.626616e-02	6.424541e-04	5.372331e-03	7.224629e-03	6.548350e-05	1.759890e-03
457           	2.625288e-02	6.401724e-04	5.352336e-03	7.201355e-03	6.534888e-05	1.754948e-03
458           	2.624884e-02	6.382059e-04	5.335228e-03	7.174463e-03	6.525039e-05	1.749753e-03
459           	2.624809e-02	6.362052e-04	5.322151e-03	7.147799e-03	6.515691e-05	1.744911e-03
460           	2.628611e-02	6.343000e-04	5.313436e-03	7.123033e-03	6.507446e-05	1.740806e-03
461           	2.633038e-02	6.327993e-04	5.306896e-03	7.101393e-03	6.502284e-05	1.737165e-03
462           	2.635525e-02	6.315828e-04	5.300485e-03	7.084164e-03	6.495475e-05	1.733660e-03
463           	2.635834e-02	6.305292e-04	5.294062e-03	7.072287e-03	6.488592e-05	1.730761e-03
464           	2.632736e-02	6.295689e-04	5.288565e-03	7.065952e-03	6.477537e-05	1.727912e-03
465           	2.625742e-02	6.286319e-04	5.283324e-03	7.064636e-03	6.467420e-05	1.725488e-03
466           	2.619641e-02	6.277622e-04	5.280567e-03	7.066617e-03	6.454508e-05	1.723316e-03
467           	2.615033e-02	6.269255e-04	5.278535e-03	7.072404e-03	6.441428e-05	1.721495e-03
468           	2.612249e-02	6.261631e-04	5.275606e-03	7.079666e-03	6.428746e-05	1.720579e-03
469           	2.609680e-02	6.255665e-04	5.272031e-03	7.089799e-03	6.418323e-05	1.719101e-03
470           	2.609353e-02	6.250172e-04	5.267542e-03	7.101766e-03	6.408878e-05	1.716630e-03
471           	2.608843e-02	6.241940e-04	5.259599e-03	7.113398e-03	6.395636e-05	1.713274e-03
472           	2.604467e-02	6.231805e-04	5.249481e-03	7.122006e-03	6.380564e-05	1.710123e-03
473           	2.596766e-02	6.219205e-04	5.236099e-03	7.126853e-03	6.368358e-05	1.706931e-03
474           	2.589912e-02	6.204381e-04	5.221110e-03	7.126528e-03	6.352585e-05	1.703514e-03
475           	2.585213e-02	6.185653e-04	5.202214e-03	7.120160e-03	6.333571e-05	1.700006e-03
476           	2.582633e-02	6.168525e-04	5.179430e-03	7.105290e-03	6.314974e-05	1.697239e-03
477           	2.577199e-02	6.149483e-04	5.154482e-03	7.085688e-03	6.298380e-05	1.694764e-03
478           	2.568764e-02	6.127658e-04	5.128078e-03	7.062131e-03	6.280567e-05	1.693456e-03
479           	2.559419e-02	6.103775e-04	5.101051e-03	7.034673e-03	6.264245e-05	1.691655e-03
480           	2.549845e-02	6.077881e-04	5.073585e-03	7.004047e-03	6.248708e-05	1.689417e-03
481           	2.538312e-02	6.052315e-04	5.046911e-03	6.973876e-03	6.235373e-05	1.686973e-03
482           	2.530753e-02	6.027914e-04	5.022232e-03	6.943380e-03	6.221004e-05	1.684509e-03
483           	2.523649e-02	6.007492e-04	5.001171e-03	6.916258e-03	6.204523e-05	1.682232e-03
484           	2.518611e-02	5.988420e-04	4.982474e-03	6.890447e-03	6.189611e-05	1.680282e-03
485           	2.514262e-02	5.969953e-04	4.966489e-03	6.866950e-03	6.173901e-05	1.678400e-03
486           	2.510258e-02	5.952367e-04	4.950305e-03	6.847054e-03	6.159323e-05	1.676908e-03
487           	2.504248e-02	5.934181e-04	4.934123e-03	6.830693e-03	6.143681e-05	1.675359e-03
488           	2.499754e-02	5.915483e-04	4.917861e-03	6.817797e-03	6.130874e-05	1.673443e-03
489           	2.497360e-02	5.896679e-04	4.901779e-03	6.806129e-03	6.120496e-05	1.671642e-03
490           	2.495339e-02	5.879790e-04	4.885796e-03	6.795622e-03	6.107909e-05	1.669764e-03
491           	2.494917e-02	5.864757e-04	4.869920e-03	6.784821e-03	6.098961e-05	1.668540e-03
492           	2.496751e-02	5.850656e-04	4.853267e-03	6.776523e-03	6.089252e-05	1.667806e-03
493           	2.497480e-02	5.837248e-04	4.838564e-03	6.769389e-03	6.080580e-05	1.667982e-03
494           	2.495306e-02	5.824723e-04	4.827188e-03	6.762064e-03	6.071745e-05	1.667279e-03
495           	2.489285e-02	5.813364e-04	4.816189e-03	6.754343e-03	6.061425e-05	1.666746e-03
496           	2.483457e-02	5.802536e-04	4.805531e-03	6.748051e-03	6.050246e-05	1.666028e-03
497           	2.479069e-02	5.792891e-04	4.794575e-03	6.744453e-03	6.038498e-05	1.664826e-03
498           	2.476256e-02	5.785082e-04	4.781338e-03	6.740584e-03	6.027077e-05	1.664449e-03
499           	2.471637e-02	5.779222e-04	4.768787e-03	6.736483e-03	6.019982e-05	1.664887e-03
500           	2.468044e-02	5.775575e-04	4.755948e-03	6.730132e-03	6.016753e-05	1.665859e-03
501           	2.463347e-02	5.772444e-04	4.744334e-03	6.721507e-03	6.014613e-05	1.667378e-03
502           	2.461174e-02	5.769758e-04	4.733561e-03	6.711025e-03	6.011759e-05	1.669827e-03
503           	2.456655e-02	5.767690e-04	4.723624e-03	6.701284e-03	6.011198e-05	1.672428e-03
504           	2.452662e-02	5.764953e-04	4.715881e-03	6.693119e-03	6.009749e-05	1.674779e-03
505           	2.446731e-02	5.761414e-04	4.709149e-03	6.684628e-03	6.005417e-05	1.676547e-03
506           	2.442236e-02	5.757145e-04	4.702342e-03	6.675734e-03	5.997702e-05	1.678326e-03
507           	2.436207e-02	5.751493e-04	4.695123e-03	6.666100e-03	5.987653e-05	1.678831e-03
508           	2.431787e-02	5.744596e-04	4.686542e-03	6.653815e-03	5.975331e-05	1.678775e-03
509           	2.428317e-02	5.735419e-04	4.678733e-03	6.641284e-03	5.962135e-05	1.677686e-03
510           	2.426907e-02	5.724207e-04	4.668981e-03	6.625746e-03	5.950034e-05	1.676080e-03
511           	2.425174e-02	5.712019e-04	4.659846e-03	6.610428e-03	5.934449e-05	1.673874e-03
512           	2.423684e-02	5.700230e-04	4.651717e-03	6.592866e-03	5.918420e-05	1.671631e-03
513           	2.420115e-02	5.688778e-04	4.644775e-03	6.574968e-03	5.902837e-05	1.669560e-03
514           	2.417784e-02	5.678901e-04	4.640900e-03	6.558524e-03	5.887454e-05	1.667394e-03
515           	2.412931e-02	5.672393e-04	4.640960e-03	6.543702e-03	5.869559e-05	1.665389e-03
516           	2.407030e-02	5.668246e-04	4.644374e-03	6.532421e-03	5.854545e-05	1.663862e-03
517           	2.399498e-02	5.665228e-04	4.650142e-03	6.522106e-03	5.839239e-05	1.663125e-03
518           	2.394886e-02	5.661685e-04	4.655236e-03	6.512669e-03	5.824381e-05	1.662485e-03
519           	2.391477e-02	5.656750e-04	4.657944e-03	6.506653e-03	5.810821e-05	1.661886e-03
520           	2.390694e-02	5.651248e-04	4.658312e-03	6.503008e-03	5.795392e-05	1.661860e-03
521           	2.391159e-02	5.642816e-04	4.654518e-03	6.500370e-03	5.782657e-05	1.661654e-03
522           	2.390921e-02	5.632469e-04	4.646335e-03	6.497395e-03	5.771952e-05	1.661927e-03
523           	2.388926e-02	5.620893e-04	4.636076e-03	6.492913e-03	5.760220e-05	1.662676e-03
524           	2.385503e-02	5.607688e-04	4.623162e-03	6.487598e-03	5.750267e-05	1.663576e-03
525           	2.380808e-02	5.593912e-04	4.607817e-03	6.480316e-03	5.744430e-05	1.663512e-03
526           	2.378241e-02	5.579259e-04	4.591819e-03	6.469998e-03	5.736083e-05	1.662901e-03
527           	2.374210e-02	5.563415e-04	4.574280e-03	6.457286e-03	5.727262e-05	1.661915e-03
528           	2.369123e-02	5.547292e-04	4.558086e-03	6.442077e-03	5.721504e-05	1.660899e-03
529           	2.362554e-02	5.530698e-04	4.542011e-03	6.425484e-03	5.716435e-05	1.660181e-03
530           	2.355401e-02	5.513931e-04	4.528492e-03	6.406292e-03	5.704751e-05	1.658934e-03
531           	2.348294e-02	5.496735e-04	4.517376e-03	6.386571e-03	5.693554e-05	1.657396e-03
532           	2.342233e-02	5.480785e-04	4.507335e-03	6.364468e-03	5.685254e-05	1.655442e-03
533           	2.336368e-02	5.465175e-04	4.500118e-03	6.342898e-03	5.676253e-05	1.653638e-03
534           	2.329809e-02	5.451527e-04	4.495747e-03	6.324842e-03	5.668302e-05	1.651625e-03
535           	2.324727e-02	5.438690e-04	4.494850e-03	6.308143e-03	5.663287e-05	1.649557e-03
536           	2.321286e-02	5.429598e-04	4.496202e-03	6.296794e-03	5.658572e-05	1.647051e-03
537           	2.319656e-02	5.424351e-04	4.500347e-03	6.290532e-03	5.656307e-05	1.645251e-03
538           	2.320664e-02	5.421631e-04	4.507662e-03	6.287075e-03	5.652641e-05	1.643806e-03
539           	2.323615e-02	5.421446e-04	4.518239e-03	6.285225e-03	5.651193e-05	1.642825e-03
540           	2.328809e-02	5.422848e-04	4.528612e-03	6.285418e-03	5.652730e-05	1.642421e-03
541           	2.334329e-02	5.427783e-04	4.539157e-03	6.287212e-03	5.656513e-05	1.642325e-03
542           	2.337306e-02	5.434156e-04	4.548910e-03	6.288012e-03	5.658609e-05	1.642902e-03
543           	2.340905e-02	5.441260e-04	4.558373e-03	6.287960e-03	5.658704e-05	1.644573e-03
544           	2.345491e-02	5.448702e-04	4.566352e-03	6.286930e-03	5.655385e-05	1.646302e-03
545           	2.351728e-02	5.456188e-04	4.574448e-03	6.287075e-03	5.653922e-05	1.648026e-03
546           	2.357463e-02	5.463196e-04	4.582241e-03	6.291146e-03	5.647201e-05	1.650175e-03
